flight_id,airline,origin_airport,destination_airport,flight_day,scheduled_hour,weather_condition,passenger_count,previous_delay_minutes,security_wait_minutes,gate_changes,delayed
FL934,SereneAir,LHE,LHR,Monday,10,Clear,211.0,15.0,12.0,0,1
FL935,AirBlue,DXB,SIN,Thursday,12,Clear,123.0,30.0,16.0,0,1
FL936,Qatar,KHI,DXB,Tuesday,16,Clear,101.0,0.0,5.0,0,0
FL937,Emirates,IST,LHR,Thursday,16,Rain,164.0,4.0,18.0,0,0
FL938,Turkish,KHI,LHR,Friday,5,Clear,,33.0,16.0,0,0
FL939,SereneAir,SIN,IST,Wednesday,19,Clear,101.0,16.0,16.0,0,0
FL940,SereneAir,KHI,SIN,Wednesday,14,Cloudy,214.0,23.0,25.0,0,1
FL941,AirBlue,IST,DOH,Tuesday,18,Clear,139.0,21.0,19.0,0,0
FL942,Emirates,IST,BKK,Friday,9,Rain,144.0,8.0,22.0,0,1
FL943,FlyJinnah,IST,DXB,Thursday,13,Clear,122.0,4.0,10.0,0,1
FL944,AirBlue,DOH,SIN,Thursday,20,Cloudy,184.0,0.0,14.0,0,1
FL945,SereneAir,KHI,DXB,Tuesday,7,Rain,175.0,50.0,16.0,0,1
FL946,PIA,ISB,LHE,Wednesday,21,Cloudy,158.0,,5.0,0,0
FL947,Qatar,IST,DXB,Tuesday,18,Rain,180.0,37.0,37.0,1,1
FL948,AirBlue,DXB,SIN,Friday,7,Clear,168.0,22.0,20.0,0,1
FL949,PIA,JFK,SIN,Thursday,7,Rain,202.0,75.0,28.0,1,1
FL950,FlyJinnah,BKK,DXB,Wednesday,7,Clear,194.0,0.0,19.0,0,0
FL951,FlyJinnah,BKK,LHR,Monday,17,Cloudy,156.0,8.0,30.0,1,1
FL952,FlyJinnah,KHI,LHR,Wednesday,9,Clear,190.0,6.0,18.0,0,0
FL953,FlyJinnah,IST,ISB,Sunday,8,Cloudy,193.0,34.0,22.0,0,1
FL954,Turkish,LHE,DOH,Thursday,9,Cloudy,166.0,91.0,18.0,1,0
FL955,AirBlue,ISB,DOH,Friday,17,Clear,,33.0,34.0,0,1
FL956,AirBlue,ISB,JFK,Sunday,7,Clear,182.0,0.0,,0,1
FL957,SereneAir,BKK,DOH,Thursday,8,Clear,187.0,22.0,23.0,1,0
FL958,Emirates,JFK,BKK,Friday,17,Rain,111.0,19.0,27.0,0,0
FL959,Turkish,LHR,LHE,Sunday,5,Clear,,97.0,16.0,0,1
FL960,Turkish,LHE,SIN,Sunday,15,Rain,208.0,38.0,,1,1
FL961,AirBlue,LHR,LHE,Thursday,20,Clear,198.0,,8.0,0,1
FL962,Qatar,LHR,ISB,Sunday,19,Clear,148.0,27.0,28.0,0,1
FL963,Emirates,SIN,IST,Monday,12,Clear,138.0,3.0,6.0,0,0
FL964,Qatar,ISB,BKK,Saturday,17,Clear,186.0,13.0,20.0,0,1
FL965,AirBlue,KHI,LHR,Wednesday,10,Clear,134.0,56.0,8.0,1,1
FL966,PIA,KHI,DXB,Sunday,5,,171.0,1.0,20.0,0,0
FL967,Emirates,IST,SIN,Wednesday,15,Cloudy,215.0,0.0,16.0,0,0
FL968,Qatar,DXB,DOH,Sunday,5,Clear,143.0,32.0,13.0,0,0
FL969,AirBlue,SIN,DXB,Sunday,18,Rain,165.0,53.0,19.0,0,1
FL970,Emirates,KHI,JFK,Monday,11,Rain,189.0,117.0,20.0,0,1
FL971,SereneAir,DXB,LHE,Wednesday,7,Clear,153.0,97.0,31.0,1,0
FL972,PIA,ISB,SIN,Tuesday,5,Clear,196.0,0.0,13.0,0,0
FL973,Qatar,KHI,ISB,Friday,5,Fog,184.0,0.0,10.0,0,0
FL974,FlyJinnah,BKK,DOH,Tuesday,16,Cloudy,207.0,27.0,31.0,0,0
FL975,Qatar,DOH,IST,Saturday,17,Clear,174.0,1.0,18.0,0,0
FL976,Qatar,KHI,DXB,Monday,22,Clear,159.0,0.0,12.0,0,0
FL977,Emirates,SIN,DOH,Saturday,8,Clear,186.0,16.0,28.0,0,1
FL978,Emirates,JFK,IST,Thursday,7,Clear,203.0,10.0,35.0,1,0
FL979,FlyJinnah,KHI,SIN,Wednesday,7,Rain,168.0,38.0,31.0,0,0
FL980,SereneAir,IST,ISB,Monday,13,Rain,138.0,,8.0,0,0
FL981,Qatar,DXB,LHR,Sunday,20,Rain,106.0,22.0,4.0,0,0
FL982,FlyJinnah,JFK,SIN,Friday,15,Fog,178.0,2.0,26.0,0,1
FL983,AirBlue,ISB,DOH,Sunday,12,Clear,78.0,33.0,13.0,0,1
FL984,Turkish,DOH,ISB,Thursday,21,,148.0,45.0,,0,1
FL985,PIA,IST,DXB,Thursday,5,Clear,164.0,0.0,11.0,0,1
FL986,SereneAir,DOH,BKK,Saturday,14,Clear,241.0,10.0,26.0,0,0
FL987,PIA,LHR,IST,Monday,13,Rain,120.0,9.0,5.0,1,0
FL988,SereneAir,ISB,LHE,Monday,7,,107.0,10.0,33.0,0,0
FL989,PIA,SIN,JFK,Tuesday,7,Cloudy,114.0,16.0,37.0,0,0
FL990,FlyJinnah,JFK,IST,Saturday,10,Fog,188.0,16.0,26.0,0,1
FL991,FlyJinnah,KHI,DXB,Sunday,6,Cloudy,170.0,0.0,6.0,0,0
FL992,Emirates,IST,DXB,Wednesday,14,Clear,182.0,16.0,4.0,0,0
FL993,Turkish,JFK,KHI,Friday,10,Clear,162.0,47.0,16.0,0,0
FL994,PIA,KHI,IST,Sunday,9,Rain,175.0,25.0,16.0,0,0
FL995,Qatar,BKK,SIN,Wednesday,19,Cloudy,196.0,24.0,16.0,0,0
FL996,PIA,BKK,ISB,Monday,19,Clear,179.0,39.0,35.0,0,1
FL997,Emirates,KHI,ISB,Thursday,8,Cloudy,211.0,53.0,4.0,0,0
FL998,AirBlue,LHR,BKK,Tuesday,6,Clear,152.0,3.0,11.0,0,1
FL999,Turkish,KHI,LHR,Wednesday,16,Clear,203.0,11.0,17.0,0,1
FL1000,AirBlue,ISB,DOH,Tuesday,17,Cloudy,156.0,5.0,33.0,0,1
FL1001,PIA,IST,DXB,Thursday,7,Cloudy,181.0,0.0,16.0,0,1
FL1002,AirBlue,JFK,IST,Tuesday,19,Rain,141.0,0.0,17.0,1,0
FL1003,Qatar,DOH,DXB,Thursday,7,Clear,160.0,24.0,7.0,0,1
FL1004,AirBlue,DOH,SIN,Thursday,8,Clear,146.0,17.0,22.0,0,0
FL1005,SereneAir,IST,BKK,Wednesday,17,Clear,127.0,0.0,35.0,0,1
FL1006,Turkish,SIN,BKK,Tuesday,16,Storm,260.0,14.0,19.0,1,1
FL1007,Turkish,JFK,DOH,Saturday,18,Cloudy,125.0,0.0,16.0,0,0
FL1008,Turkish,IST,JFK,Thursday,18,Cloudy,124.0,14.0,24.0,0,0
FL1009,FlyJinnah,SIN,KHI,Monday,17,Storm,145.0,17.0,21.0,0,0
FL1010,FlyJinnah,DXB,KHI,Wednesday,20,Cloudy,189.0,21.0,16.0,0,0
FL1011,Turkish,ISB,SIN,Sunday,22,Rain,178.0,8.0,16.0,0,0
FL1012,AirBlue,ISB,LHE,Saturday,15,Cloudy,189.0,45.0,20.0,0,0
FL1013,FlyJinnah,DXB,LHE,Monday,7,Fog,180.0,38.0,17.0,1,0
FL1014,SereneAir,ISB,BKK,Tuesday,17,Fog,215.0,33.0,26.0,0,1
FL1015,Emirates,SIN,IST,Thursday,7,Storm,116.0,,16.0,1,1
FL1016,Turkish,ISB,DOH,Thursday,9,Rain,148.0,15.0,16.0,0,0
FL1017,FlyJinnah,BKK,LHE,Monday,13,Cloudy,167.0,23.0,5.0,0,0
FL1018,Qatar,KHI,IST,Wednesday,9,,182.0,31.0,19.0,0,1
FL1019,PIA,JFK,BKK,Monday,17,Clear,180.0,26.0,37.0,0,0
FL1020,Emirates,ISB,LHE,Wednesday,7,Rain,154.0,8.0,9.0,0,1
FL1021,Qatar,ISB,DXB,Wednesday,9,Cloudy,177.0,0.0,14.0,0,0
FL1022,SereneAir,LHR,BKK,Sunday,6,Clear,168.0,0.0,11.0,0,0
FL1023,Emirates,DOH,DXB,Thursday,9,Clear,135.0,30.0,7.0,0,1
FL1024,SereneAir,IST,ISB,Wednesday,9,Clear,110.0,0.0,22.0,0,0
FL1025,FlyJinnah,BKK,IST,Sunday,22,Rain,181.0,0.0,12.0,0,0
FL1026,Qatar,KHI,BKK,Friday,17,Clear,154.0,0.0,18.0,0,1
FL1027,AirBlue,SIN,KHI,Thursday,8,Clear,218.0,25.0,26.0,0,0
FL1028,AirBlue,ISB,DOH,Thursday,18,Clear,152.0,0.0,35.0,0,1
FL1029,Emirates,JFK,LHE,Wednesday,20,Clear,145.0,49.0,17.0,0,1
FL1030,Turkish,ISB,LHE,Thursday,10,Clear,159.0,28.0,18.0,0,0
FL1031,Qatar,SIN,BKK,Tuesday,18,Clear,161.0,4.0,18.0,0,0
FL1032,SereneAir,DXB,DOH,Tuesday,8,Rain,121.0,40.0,17.0,1,1
FL1033,Qatar,LHR,BKK,Thursday,17,Rain,115.0,7.0,12.0,1,1
FL1034,FlyJinnah,ISB,LHE,Monday,19,Cloudy,100.0,13.0,17.0,0,0
FL1035,PIA,ISB,DXB,Tuesday,18,Storm,182.0,15.0,27.0,0,1
FL1036,Emirates,LHR,DOH,Saturday,8,Storm,209.0,33.0,33.0,0,0
FL1037,SereneAir,BKK,KHI,Sunday,7,Cloudy,169.0,0.0,23.0,0,0
FL1038,FlyJinnah,DXB,LHE,Sunday,17,Fog,129.0,57.0,16.0,0,1
FL1039,FlyJinnah,ISB,JFK,Saturday,5,Rain,171.0,56.0,26.0,1,0
FL1040,AirBlue,ISB,BKK,Tuesday,9,Clear,110.0,0.0,6.0,0,1
FL1041,Turkish,DXB,IST,Wednesday,9,Rain,140.0,13.0,4.0,0,0
FL1042,Turkish,DOH,IST,Saturday,20,Clear,148.0,35.0,27.0,0,0
FL1043,Emirates,SIN,LHE,Thursday,6,Clear,122.0,104.0,4.0,1,1
FL1044,Turkish,DOH,IST,Friday,7,Clear,282.0,12.0,39.0,0,0
FL1045,Qatar,JFK,DOH,Sunday,14,Cloudy,115.0,0.0,22.0,0,0
FL1046,FlyJinnah,BKK,DXB,Tuesday,9,Clear,209.0,16.0,4.0,0,0
FL1047,Turkish,DXB,IST,Sunday,7,Storm,124.0,27.0,17.0,0,1
FL1048,PIA,LHR,LHE,Saturday,8,Cloudy,192.0,13.0,23.0,0,0
FL1049,Emirates,SIN,ISB,Sunday,18,Clear,199.0,14.0,,0,1
FL1050,Turkish,LHE,LHR,Friday,18,Cloudy,198.0,98.0,20.0,0,1
FL1051,PIA,LHE,DOH,Sunday,14,Cloudy,227.0,10.0,21.0,0,0
FL1052,Qatar,DOH,ISB,Sunday,5,Fog,138.0,96.0,8.0,2,1
FL1053,PIA,KHI,DOH,Sunday,16,Rain,168.0,10.0,13.0,1,1
FL1054,PIA,LHR,JFK,Sunday,7,Cloudy,181.0,36.0,22.0,0,0
FL1055,FlyJinnah,LHR,SIN,Friday,8,Clear,155.0,0.0,12.0,0,1
FL1056,PIA,LHR,SIN,Thursday,20,Storm,,76.0,31.0,1,1
FL1057,AirBlue,IST,JFK,Saturday,20,Clear,198.0,4.0,24.0,0,0
FL1058,PIA,BKK,LHE,Monday,10,Clear,102.0,29.0,11.0,0,1
FL1059,FlyJinnah,KHI,BKK,Wednesday,9,Cloudy,161.0,3.0,28.0,1,0
FL1060,SereneAir,ISB,DOH,Thursday,8,Clear,199.0,64.0,14.0,1,1
FL1061,PIA,LHR,BKK,Sunday,7,Cloudy,158.0,55.0,19.0,0,1
FL1062,Turkish,DXB,BKK,Tuesday,19,Rain,190.0,38.0,31.0,1,0
FL1063,Emirates,JFK,LHR,Saturday,20,Clear,151.0,14.0,4.0,0,1
FL1064,Turkish,ISB,LHR,Friday,7,Cloudy,177.0,25.0,21.0,0,1
FL1065,Qatar,LHR,KHI,Saturday,8,Cloudy,159.0,0.0,29.0,0,0
FL1066,PIA,SIN,BKK,Sunday,17,Clear,131.0,0.0,31.0,0,0
FL1067,Qatar,DXB,BKK,Thursday,21,Cloudy,148.0,0.0,24.0,0,1
FL1068,Emirates,KHI,IST,Wednesday,12,Cloudy,98.0,22.0,12.0,0,0
FL1069,FlyJinnah,LHR,DXB,Friday,18,Cloudy,216.0,18.0,26.0,0,0
FL1070,Qatar,LHR,JFK,Friday,7,Cloudy,203.0,3.0,31.0,0,1
FL1071,Turkish,SIN,IST,Saturday,14,Clear,185.0,37.0,21.0,0,1
FL1072,FlyJinnah,BKK,IST,Saturday,12,Clear,154.0,4.0,20.0,0,1
FL1073,FlyJinnah,BKK,JFK,Tuesday,7,Rain,146.0,6.0,35.0,0,0
FL1074,AirBlue,SIN,KHI,Wednesday,10,Clear,131.0,0.0,15.0,0,0
FL1075,Qatar,LHE,LHR,Friday,8,Cloudy,136.0,34.0,37.0,0,0
FL1076,PIA,LHR,BKK,Wednesday,20,Fog,158.0,12.0,4.0,1,0
FL1077,Emirates,SIN,KHI,Sunday,7,Clear,153.0,14.0,18.0,1,0
FL1078,SereneAir,KHI,JFK,Wednesday,12,Clear,156.0,21.0,5.0,0,0
FL1079,AirBlue,JFK,SIN,Sunday,9,Clear,96.0,0.0,23.0,0,1
FL1080,AirBlue,LHR,JFK,Friday,14,Storm,149.0,0.0,4.0,1,1
FL1081,Qatar,IST,LHR,Tuesday,19,Fog,86.0,0.0,10.0,0,0
FL1082,SereneAir,DOH,LHE,Tuesday,13,Clear,132.0,39.0,8.0,0,0
FL1083,Emirates,BKK,DOH,Tuesday,13,Clear,150.0,79.0,16.0,2,1
FL1084,Emirates,DXB,DOH,Monday,20,Clear,221.0,0.0,23.0,1,1
FL1085,AirBlue,JFK,BKK,Saturday,7,Clear,140.0,47.0,,0,1
FL1086,AirBlue,JFK,SIN,Saturday,18,Cloudy,154.0,31.0,36.0,0,0
FL1087,PIA,SIN,DXB,Sunday,18,Cloudy,171.0,6.0,25.0,0,0
FL1088,Qatar,KHI,ISB,Thursday,17,Rain,125.0,11.0,24.0,0,1
FL1089,Emirates,LHR,LHE,Sunday,7,Clear,136.0,17.0,14.0,0,1
FL1090,AirBlue,BKK,KHI,Friday,18,Rain,163.0,0.0,19.0,0,0
FL1091,AirBlue,KHI,SIN,Saturday,8,Clear,159.0,1.0,21.0,1,1
FL1092,Qatar,BKK,DXB,Saturday,11,Clear,197.0,25.0,18.0,0,1
FL1093,SereneAir,IST,DXB,Sunday,15,Fog,179.0,35.0,8.0,0,1
FL1094,SereneAir,DXB,ISB,Friday,9,Rain,81.0,0.0,14.0,0,1
FL1095,Qatar,LHE,SIN,Monday,7,Clear,139.0,0.0,30.0,0,0
FL1096,Qatar,SIN,DXB,Tuesday,7,Rain,165.0,5.0,16.0,0,0
FL1097,Qatar,LHR,SIN,Friday,13,Rain,111.0,24.0,12.0,0,0
FL1098,Turkish,ISB,DOH,Monday,8,Clear,213.0,1.0,29.0,0,0
FL1099,AirBlue,BKK,KHI,Monday,18,Cloudy,208.0,49.0,22.0,0,1
FL1100,Qatar,DXB,ISB,Friday,18,Fog,60.0,71.0,10.0,0,1
FL1101,Turkish,LHR,JFK,Thursday,17,Clear,213.0,34.0,28.0,0,1
FL1102,PIA,LHR,LHE,Saturday,9,Rain,124.0,10.0,25.0,0,1
FL1103,PIA,LHE,SIN,Saturday,19,Rain,167.0,5.0,20.0,0,0
FL1104,SereneAir,ISB,JFK,Tuesday,7,Clear,215.0,38.0,28.0,0,1
FL1105,Emirates,ISB,DOH,Saturday,17,Cloudy,205.0,33.0,32.0,0,1
FL1106,SereneAir,SIN,IST,Friday,10,Clear,188.0,94.0,25.0,0,1
FL1107,AirBlue,LHR,DXB,Friday,13,Clear,153.0,10.0,,1,1
FL1108,SereneAir,SIN,KHI,Wednesday,9,Fog,207.0,45.0,28.0,1,1
FL1109,FlyJinnah,LHR,SIN,Wednesday,11,Rain,138.0,1.0,16.0,0,1
FL1110,AirBlue,DOH,SIN,Thursday,5,Clear,,17.0,19.0,0,0
FL1111,FlyJinnah,JFK,DOH,Sunday,20,Clear,155.0,52.0,14.0,0,1
FL1112,PIA,LHR,KHI,Tuesday,13,Clear,175.0,17.0,6.0,0,0
FL1113,FlyJinnah,DOH,DXB,Sunday,10,Clear,167.0,17.0,6.0,0,0
FL1114,FlyJinnah,ISB,DOH,Monday,15,Clear,233.0,13.0,17.0,0,0
FL1115,FlyJinnah,JFK,LHE,Monday,9,Clear,166.0,23.0,17.0,0,1
FL1116,Emirates,BKK,ISB,Sunday,6,Clear,123.0,,16.0,0,1
FL1117,Qatar,KHI,IST,Friday,5,,179.0,13.0,25.0,0,1
FL1118,Turkish,LHR,JFK,Sunday,16,Storm,129.0,0.0,6.0,0,1
FL1119,FlyJinnah,KHI,DXB,Tuesday,13,Fog,115.0,16.0,20.0,1,0
FL1120,SereneAir,BKK,KHI,Friday,12,Clear,144.0,0.0,4.0,1,0
FL1121,Turkish,SIN,LHE,Monday,6,Clear,195.0,114.0,14.0,0,0
FL1122,Emirates,BKK,SIN,Friday,13,Storm,94.0,0.0,21.0,0,0
FL1123,Emirates,SIN,ISB,Sunday,18,Clear,128.0,8.0,15.0,0,0
FL1124,Emirates,DXB,SIN,Friday,10,Fog,151.0,74.0,9.0,1,1
FL1125,FlyJinnah,KHI,LHE,Tuesday,13,Clear,177.0,0.0,11.0,0,0
FL1126,Emirates,LHR,ISB,Wednesday,5,Clear,158.0,0.0,16.0,1,0
FL1127,AirBlue,LHR,DOH,Saturday,19,Cloudy,133.0,8.0,36.0,0,0
FL1128,AirBlue,DOH,ISB,Friday,20,Cloudy,154.0,38.0,15.0,1,1
FL1129,PIA,LHR,ISB,Tuesday,15,Clear,232.0,53.0,20.0,0,0
FL1130,Turkish,DXB,IST,Friday,10,Cloudy,166.0,19.0,21.0,0,0
FL1131,PIA,JFK,ISB,Friday,18,Clear,285.0,127.0,39.0,0,1
FL1132,AirBlue,JFK,KHI,Tuesday,8,Cloudy,192.0,3.0,30.0,0,1
FL1133,PIA,LHE,JFK,Wednesday,17,Clear,160.0,38.0,16.0,0,0
FL1134,Turkish,KHI,SIN,Sunday,17,Fog,,11.0,21.0,1,0
FL1135,PIA,JFK,SIN,Sunday,14,Clear,191.0,20.0,29.0,0,0
FL1136,SereneAir,SIN,JFK,Friday,16,Cloudy,215.0,0.0,15.0,0,0
FL1137,Turkish,KHI,JFK,Wednesday,15,Storm,168.0,8.0,21.0,0,0
FL1138,FlyJinnah,ISB,JFK,Monday,6,Clear,159.0,8.0,4.0,0,0
FL1139,Emirates,LHE,KHI,Friday,15,Clear,134.0,35.0,9.0,0,0
FL1140,PIA,DOH,LHR,Thursday,17,Clear,226.0,0.0,19.0,0,1
FL1141,SereneAir,IST,LHR,Sunday,10,Rain,122.0,46.0,16.0,1,1
FL1142,AirBlue,DXB,JFK,Wednesday,18,Rain,180.0,0.0,10.0,0,0
FL1143,PIA,ISB,LHR,Tuesday,19,Clear,178.0,23.0,6.0,0,1
FL1144,SereneAir,BKK,KHI,Thursday,5,Clear,143.0,149.0,22.0,0,1
FL1145,Qatar,ISB,LHE,Thursday,15,Storm,120.0,16.0,15.0,0,0
FL1146,Turkish,DOH,SIN,Tuesday,22,Clear,163.0,24.0,25.0,0,0
FL1147,Turkish,LHR,IST,Tuesday,11,Cloudy,155.0,0.0,8.0,0,0
FL1148,AirBlue,DOH,LHE,Monday,17,Cloudy,168.0,29.0,26.0,1,0
FL1149,Emirates,IST,DOH,Saturday,12,Cloudy,215.0,38.0,24.0,0,1
FL1150,Emirates,LHR,KHI,Thursday,11,Rain,167.0,0.0,7.0,1,0
FL1151,AirBlue,KHI,SIN,Wednesday,17,Cloudy,233.0,26.0,20.0,0,1
FL1152,Qatar,DXB,JFK,Saturday,14,Rain,156.0,51.0,15.0,0,0
FL1153,Turkish,JFK,SIN,Thursday,13,Clear,201.0,21.0,16.0,0,0
FL1154,Qatar,DXB,BKK,Wednesday,17,Clear,134.0,0.0,32.0,0,0
FL1155,Emirates,BKK,KHI,Tuesday,14,Storm,135.0,12.0,7.0,0,0
FL1156,Turkish,BKK,ISB,Wednesday,22,Clear,147.0,9.0,13.0,0,1
FL1157,Emirates,BKK,SIN,Saturday,20,Cloudy,174.0,22.0,,0,1
FL1158,AirBlue,KHI,BKK,Thursday,5,Fog,208.0,45.0,24.0,0,1
FL1159,PIA,KHI,ISB,Tuesday,8,Rain,222.0,16.0,27.0,0,0
FL1160,Turkish,LHR,JFK,Monday,5,Clear,154.0,30.0,11.0,0,0
FL1161,Emirates,KHI,BKK,Sunday,6,,109.0,28.0,12.0,0,0
FL1162,Turkish,KHI,ISB,Monday,8,Rain,236.0,17.0,33.0,0,1
FL1163,PIA,IST,ISB,Saturday,6,Clear,195.0,3.0,30.0,0,0
FL1164,Emirates,DXB,IST,Monday,18,Cloudy,207.0,28.0,15.0,0,1
FL1165,Turkish,DXB,LHR,Thursday,14,Clear,194.0,31.0,14.0,0,0
FL1166,Qatar,SIN,BKK,Saturday,15,Clear,220.0,13.0,14.0,0,1
FL1167,PIA,BKK,LHR,Thursday,5,Cloudy,228.0,44.0,28.0,0,0
FL1168,Turkish,LHE,LHR,Monday,9,Clear,204.0,0.0,4.0,0,0
FL1169,PIA,LHR,SIN,Thursday,8,Clear,164.0,0.0,24.0,0,0
FL1170,PIA,BKK,JFK,Tuesday,11,Clear,222.0,47.0,12.0,0,0
FL1171,Emirates,IST,DOH,Tuesday,6,Cloudy,149.0,0.0,22.0,1,0
FL1172,Turkish,IST,SIN,Sunday,5,Cloudy,176.0,11.0,17.0,0,1
FL1173,Turkish,LHE,IST,Sunday,19,Storm,79.0,13.0,32.0,1,0
FL1174,Qatar,LHE,DXB,Saturday,8,Clear,267.0,131.0,17.0,1,1
FL1175,Emirates,ISB,LHE,Monday,15,Storm,108.0,0.0,,1,0
FL1176,AirBlue,LHR,ISB,Sunday,15,Clear,179.0,15.0,15.0,0,0
FL1177,PIA,SIN,DOH,Friday,17,Cloudy,172.0,39.0,16.0,0,0
FL1178,Qatar,DOH,IST,Thursday,18,Clear,154.0,0.0,18.0,0,0
FL1179,Turkish,KHI,ISB,Wednesday,9,Clear,173.0,0.0,14.0,0,0
FL1180,SereneAir,LHR,DOH,Friday,18,Rain,120.0,48.0,39.0,0,1
FL1181,AirBlue,DOH,IST,Friday,13,Cloudy,197.0,10.0,28.0,0,0
FL1182,PIA,IST,JFK,Monday,12,Clear,162.0,19.0,10.0,0,1
FL1183,Turkish,ISB,KHI,Friday,20,Fog,159.0,18.0,14.0,1,0
FL1184,FlyJinnah,SIN,JFK,Monday,16,Cloudy,208.0,39.0,11.0,0,0
FL1185,Qatar,IST,DXB,Wednesday,18,Fog,159.0,6.0,22.0,0,0
FL1186,Turkish,ISB,KHI,Tuesday,19,Rain,161.0,8.0,19.0,0,0
FL1187,Qatar,DOH,SIN,Saturday,19,Clear,154.0,16.0,26.0,0,1
FL1188,SereneAir,BKK,IST,Saturday,5,Clear,165.0,60.0,24.0,1,0
FL1189,PIA,DOH,JFK,Tuesday,20,Rain,124.0,23.0,15.0,0,0
FL1190,SereneAir,BKK,LHE,Friday,9,Rain,166.0,31.0,19.0,1,1
FL1191,Emirates,ISB,LHR,Friday,11,Fog,170.0,8.0,13.0,0,0
FL1192,Emirates,LHE,DOH,Saturday,8,Rain,144.0,40.0,23.0,0,0
FL1193,PIA,DXB,LHE,Saturday,9,Clear,55.0,16.0,19.0,0,1
FL1194,Emirates,LHE,DXB,Tuesday,18,Clear,173.0,8.0,28.0,0,0
FL1195,PIA,SIN,BKK,Thursday,13,Clear,212.0,99.0,19.0,0,0
FL1196,FlyJinnah,IST,BKK,Sunday,21,Clear,212.0,65.0,12.0,1,1
FL1197,AirBlue,ISB,DXB,Thursday,10,Cloudy,202.0,23.0,26.0,0,1
FL1198,AirBlue,DXB,BKK,Monday,7,Clear,181.0,11.0,22.0,0,0
FL1199,FlyJinnah,ISB,JFK,Friday,6,Clear,196.0,26.0,12.0,0,0
FL1200,FlyJinnah,LHE,KHI,Thursday,15,Clear,277.0,31.0,24.0,0,1
FL1201,FlyJinnah,BKK,LHE,Friday,19,Clear,186.0,32.0,35.0,0,1
FL1202,FlyJinnah,LHE,ISB,Monday,7,Clear,159.0,23.0,30.0,0,1
FL1203,SereneAir,DXB,LHE,Saturday,19,Rain,258.0,33.0,22.0,0,0
FL1204,Emirates,DXB,ISB,Wednesday,20,Cloudy,168.0,23.0,4.0,0,1
FL1205,PIA,LHE,BKK,Monday,11,Rain,133.0,113.0,25.0,0,1
FL1206,Qatar,SIN,DXB,Tuesday,18,Cloudy,97.0,70.0,27.0,0,1
FL1207,Qatar,SIN,DXB,Monday,20,Clear,166.0,60.0,13.0,1,0
FL1208,FlyJinnah,LHR,ISB,Friday,6,Clear,239.0,0.0,27.0,0,1
FL1209,FlyJinnah,LHE,KHI,Friday,13,Clear,144.0,25.0,15.0,0,0
FL1210,Emirates,DOH,DXB,Saturday,8,Clear,219.0,15.0,20.0,0,0
FL1211,SereneAir,LHE,IST,Tuesday,18,Cloudy,219.0,0.0,22.0,0,0
FL1212,PIA,SIN,LHR,Friday,20,Cloudy,159.0,0.0,15.0,0,0
FL1213,SereneAir,DXB,DOH,Friday,9,Clear,230.0,48.0,37.0,0,1
FL1214,AirBlue,DXB,IST,Tuesday,20,Clear,159.0,7.0,8.0,1,0
FL1215,Turkish,LHR,JFK,Saturday,15,Clear,144.0,31.0,24.0,0,0
FL1216,AirBlue,IST,DXB,Thursday,10,Clear,188.0,0.0,9.0,0,1
FL1217,PIA,LHE,JFK,Wednesday,10,Cloudy,206.0,,32.0,0,1
FL1218,Qatar,LHE,JFK,Sunday,20,Cloudy,106.0,,18.0,0,1
FL1219,Emirates,BKK,KHI,Wednesday,7,Clear,169.0,8.0,19.0,0,1
FL1220,PIA,DOH,JFK,Wednesday,8,Rain,127.0,19.0,23.0,1,0
FL1221,FlyJinnah,SIN,IST,Tuesday,7,Clear,,116.0,21.0,0,0
FL1222,Qatar,LHR,DOH,Wednesday,18,Cloudy,159.0,8.0,21.0,0,1
FL1223,Turkish,IST,LHE,Tuesday,19,Clear,192.0,28.0,17.0,0,1
FL1224,Turkish,IST,LHE,Sunday,11,Cloudy,253.0,20.0,4.0,0,0
FL1225,Emirates,LHE,KHI,Wednesday,7,Clear,179.0,4.0,20.0,0,0
FL1226,FlyJinnah,SIN,KHI,Thursday,22,Fog,173.0,25.0,12.0,1,1
FL1227,Emirates,LHR,DXB,Wednesday,7,Clear,111.0,0.0,13.0,0,0
FL1228,AirBlue,BKK,DXB,Friday,16,Clear,147.0,48.0,20.0,0,1
FL1229,PIA,SIN,IST,Monday,12,Clear,263.0,70.0,13.0,0,0
FL1230,PIA,ISB,SIN,Monday,7,Clear,107.0,0.0,27.0,0,1
FL1231,Turkish,LHR,JFK,Saturday,18,Cloudy,162.0,32.0,15.0,0,0
FL1232,AirBlue,LHE,DXB,Saturday,13,Cloudy,,0.0,4.0,0,0
FL1233,Emirates,LHE,DXB,Saturday,20,Clear,114.0,37.0,19.0,0,1
FL1234,Turkish,LHR,DXB,Monday,19,Clear,200.0,20.0,19.0,0,1
FL1235,SereneAir,KHI,BKK,Wednesday,7,Rain,224.0,27.0,21.0,0,0
FL1236,FlyJinnah,KHI,JFK,Saturday,8,Clear,146.0,64.0,,0,1
FL1237,Emirates,IST,JFK,Thursday,8,Cloudy,141.0,0.0,31.0,0,1
FL1238,Turkish,ISB,DXB,Monday,8,Clear,168.0,16.0,23.0,0,1
FL1239,Qatar,DXB,LHR,Friday,10,Cloudy,141.0,0.0,10.0,0,1
FL1240,Qatar,LHE,DXB,Thursday,16,Cloudy,259.0,,30.0,0,1
